user_id,install_ts,campaign_id
c25b3f36ef32ceaf23be7ea6d7c2b64d,2022-11-18 09:11:25.569,18725479090
4b2b59bb07d90ba9c11053d2603d5fe3,2022-11-18 16:17:34.011,14318431803
1bcb3cfea8c708ea07da2082bb2ccdb4,2022-11-18 13:09:16.406,14318431803
4be4a66c34e2bb1ef56aa7e26bbdc788,2022-11-18 03:13:46.472,18725479090
43cf00580b65f44b85ab5ea15e1b988d,2022-11-18 04:27:28.391,18725479090
21c55c2d1f72547ebc31bed8692d27b7,2022-11-18 06:14:24.529,14318431803
6a561b27d28c4827eba8a342e270773b,2022-11-18 03:33:46.553,18529088791
ca4a1a01f38ceee7e5bf469b7cac043c,2022-11-18 10:35:35.338,14318431803
bbd21091397b43a6d4bbf1fca441c566,2022-11-18 03:32:20.893,14318431803
3e151f0350236a88d9981b34f0f4fbd4,2022-11-18 04:10:42.483,14318431803
27ac008650bb0be4d1697e8323aeb1e4,2022-11-18 18:19:02.922,18340470460
7948ff72bf211a46743efed08ceb736f,2022-11-18 07:41:05.252,18529088791
81bf9ddcfdedba704225f5e11214393a,2022-11-18 15:06:10.401,18529088791
71fac2abf7aa985c91caa83311109f82,2022-11-18 06:08:13.492,18529088791
ec68074bf1a6a3692609231afb9f18b3,2022-11-18 11:15:37.859,14318431803
6daae1f606e954fe413b80994245d7c1,2022-11-18 03:19:51.444,14318431803
fdf7f00dc355a231f25a7e009dd8af36,2022-11-18 03:13:29.598,14318431803
a6ee9e791523a55b98c27eff2a092e8b,2022-11-18 11:42:51.125,14318431803
326268a5a8e45e5097e63691f029ddef,2022-11-18 06:13:50.067,14318431803
5a73199d4d57b1b709755fbe69ba0aea,2022-11-18 10:35:41.736,18725479090
e3c367d754e95f6da93d6031e54c2756,2022-11-18 16:27:16.581,18725479090
82c7b85995e3f6d89ef63ae56b082519,2022-11-18 05:28:44.583,14318431803
d17d9de3bcffb40271fe52967f4be1c2,2022-11-18 07:23:08.025,14318431803
efed04631315ed8be38207b0b88c515b,2022-11-18 11:24:05.548,14318431803
6628c45dd6ad9c26eff5a9ed02210198,2022-11-18 05:55:01.150,14318431803
54f70cbf0c95caf4abff31af089a1766,2022-11-18 01:39:31.222,18529088791
e6183e06a2a9f8e774ed969822dbf7fa,2022-11-18 03:55:36.787,14318431803
2302c0e66760cfc309aff79d43749f83,2022-11-18 04:57:13.442,14318431803
189b0fb9e03f54c5b529b9bc2d3bee6a,2022-11-18 08:35:12.988,18725479090
905ca709d1e6c57f53803727f7bec943,2022-11-18 05:08:02.118,18340470460
f19741bf39c67680a4da32d1b8bc125f,2022-11-18 07:23:32.512,18796908459
20e4672a32f22d45887051e92103ff28,2022-11-18 15:59:52.240,18529088791
e598e8d19164e82265988c7acce89db5,2022-11-18 16:52:44.239,18340470460
0a04c6daea7e9e47442078797e703057,2022-11-18 04:50:03.349,18725479090
3a8256b31d7984e9a468098f7e709da5,2022-11-18 21:02:19.012,15692110275
356491ebd2a023d1f694cb4e24c55808,2022-11-18 15:23:19.055,14318431803
283c9d0ea07149fe0d3ede7b05d246dd,2022-11-18 17:08:39.774,18725479090
b7fb6337646b67dee5bb4ceb81f24c1d,2022-11-18 14:19:43.166,14318431803
bc9825f51d260f613ba773ef7ed98ee8,2022-11-18 13:47:05.895,18529088791
188f4a85a81e3ecbf8d1e77ccf160a46,2022-11-18 07:21:24.955,18796908459
3f86f2b5ead4becc64941220c2ddc0a1,2022-11-18 21:48:57.549,18725479090
5e0be523b3f93de376cf441f93a1ff12,2022-11-18 20:53:22.277,18725479090
822b528f613c957c86bd49e727694109,2022-11-18 13:17:22.467,14318431803
c1c3a64bd35c84cd34857885ee6c7646,2022-11-18 10:52:18.815,14318431803
1e6edd5f4855d610ccde88834a362d71,2022-11-18 09:40:23.270,18725479090
077653bf8befa220dd544fdae6cfc3a8,2022-11-18 17:21:04.123,14318431803
b65f5fea7b2be5464e77e58b32c1e6f0,2022-11-18 21:12:50.835,18725479090
ef1cab972b846b4b5154eb422d42ccca,2022-11-18 22:00:42.487,18529088791
345e563f6f24d4c7ff48aa83b71513b3,2022-11-18 18:07:45.825,14318431803
765aa45c1d227a1e4f7c0346c67ebf6e,2022-11-18 18:20:22.254,14318431803
0ff71138d07f2e22d5c00faa9c97a501,2022-11-18 01:59:18.524,18725479090
be376173336990017cac655659a64808,2022-11-18 11:36:53.889,14318431803
b5b77a35384cb6df157f5a1836f4853f,2022-11-18 04:45:41.178,18725479090
29071f5a020ee67b2e2e3c2132aeeab6,2022-11-18 10:49:31.996,14318431803
25c5e8b6966360b2ba8e6b4239ed7a43,2022-11-18 11:26:56.769,14318431803
1c796cfd85046b596ab9306f86bffa95,2022-11-18 07:19:17.191,14318431803
89683874e39c2453b8aadb2a88806439,2022-11-18 10:17:01.521,14318431803
2b9347ff7d5ed4ad749de9e8e2a7809e,2022-11-18 05:51:36.272,14318431803
fe66228dc68d2157defbf88ebee169bb,2022-11-18 08:49:40.597,14318431803
4b5e146a795905ff002d895a5a328901,2022-11-18 06:24:57.391,14318431803
1b89f6ab4838271622848e09e3e5b549,2022-11-18 16:27:15.662,14318431803
a1cc48ffbb1422f150167f7e3968027c,2022-11-18 16:16:19.022,18529088791
319be5fa62ee975175d4c66e8b7d1c5a,2022-11-18 12:26:16.644,18725479090
e58bc31ac9fdfb7d8504ecffde17b37d,2022-11-18 07:07:31.392,14318431803
227eb7476908e119f953afc26ccb1f4a,2022-11-18 07:46:32.603,18725479090
b73585f228eb1359b6dae72d9a0d49db,2022-11-18 08:30:55.199,14318431803
73f7dcad50b21290ad0aba1f641ebf41,2022-11-18 18:44:23.474,14318431803
8f419e335b87a0a0eacc07265ce15e4f,2022-11-18 19:46:58.794,14318431803
56f87d1558aaf5dd1b1cf1b9aec04595,2022-11-18 13:51:24.651,18529088791
75183ffd89281b7aa5a44c7d61da0a70,2022-11-18 09:19:27.184,14318431803
50bb4e59f42fc1b1889a8f59a908d577,2022-11-18 14:08:20.612,18529088791
c9d497fac00352c79f0500322bd4627b,2022-11-18 12:28:41.348,14318431803
856c23195e45bcc81c50e573979454ec,2022-11-18 17:00:25.553,14318431803
0deda75ec6b8b10fab404af841824798,2022-11-18 16:36:23.578,14318431803
3906cd3b6707dfa3773ba6a3dd4e7f2c,2022-11-18 10:52:44.184,14318431803
36056ffc715293d44963f3be86f79f23,2022-11-18 08:47:39.411,14318431803
a4af14fc847a3233121333cce34606e4,2022-11-18 07:16:48.989,18725479090
bbd1a318500a5333b6b2e1138a9e071d,2022-11-18 03:28:17.552,18725479090
0fb7c18e961d916225e92a5620b83c9b,2022-11-18 06:43:37.609,18725479090
0e24ab1910e9ce752a8be8100450e4e8,2022-11-18 05:21:24.505,18340470460
16aae22fa33916de85495dbe6f19e383,2022-11-18 01:27:52.521,18529088791
ec4904d17528f5d58b5b8c107db8ec16,2022-11-18 09:04:27.143,14318431803
a99d3d0a1ee7b277851ed2fa85fe6b64,2022-11-18 14:00:15.503,18529088791
93565462b905a6b589b051d23457d4f6,2022-11-18 07:18:43.915,14318431803
876deeacff61a4f5f4f07276aed561f9,2022-11-18 06:31:02.199,14318431803
aef7e3f048699d200247f4f912b67dcb,2022-11-18 18:38:07.333,18725479090
64df99a665f8e9180477a2bfaa31b49e,2022-11-18 10:09:04.209,14318431803
5a97fe99a1b4e55eccbb0a44c73bc755,2022-11-18 07:54:19.169,18340470460
cf4a2dfb51ecda4aecbb8b8276304973,2022-11-18 02:56:42.925,14318431803
4fd2d7065d1ce5cf672a64190a572426,2022-11-18 16:19:40.887,14318431803
f6a6628c7818564e319a4f8e40333b77,2022-11-18 10:27:51.337,14318431803
9a3e6759f353e8785dd501f61617684e,2022-11-18 02:34:24.913,14318431803
ccaf67badc7fbcd1e53c38cf07fa8d2f,2022-11-18 07:42:22.668,18340470460
8390c688bd9f355891a07410b4ac4a69,2022-11-18 04:35:40.841,18529088791
5400f0fab04d3618b86751d2452b37ef,2022-11-18 04:44:53.614,18725479090
e4b2b8a75279e025d86d1222216b92b7,2022-11-18 09:29:05.985,18725479090
d6b3531fbe539ecd88be986d7cb751ec,2022-11-18 17:23:25.545,14318431803
691e6f890b2f8f368226940784a11fad,2022-11-18 13:31:45.537,14318431803
fe769e4c0945a3a63b9f8872564f58c5,2022-11-18 18:58:20.598,14318431803
ed0a91947f2ab65906ab29f532804a1b,2022-11-18 08:26:58.568,14318431803
12e17db532e28eb3dfae20097726c243,2022-11-18 18:53:25.772,18725479090
723c78e8ceee869b60eb8f5012eee698,2022-11-18 20:41:31.927,18725479090
af05f34ebd5a139a2cb7f5a0192319e3,2022-11-18 21:55:32.125,18725479090
1cf5813d33c8664ec00e547b54c1f3cf,2022-11-18 16:06:02.443,18725479090
9167c896cd654a0df619273873eecc7c,2022-11-18 11:49:23.325,14318431803
716cecc4642e2278aecb576c2c79b7b2,2022-11-18 16:58:29.081,18725479090
b7a2ab4120f0b81764bbee9bb5bd1e39,2022-11-18 22:05:44.301,14318431803
e5c7feb817cb06b11f409c91bf7f53ab,2022-11-18 16:52:28.449,14318431803
74b87cecc390bed6708619210a2ea828,2022-11-18 04:45:58.195,18725479090
96edc363f800a8da44de2f7900bf7c09,2022-11-18 05:21:15.637,14318431803
36fe379927b8ccad18e8cc3ea7e5e822,2022-11-18 12:10:50.334,14318431803
35dda16a2c9b3d66d40c7026407ce3c3,2022-11-18 04:41:08.492,18725479090
53b102cbc9480c76745d2cf75efc37c3,2022-11-18 05:38:09.080,18725479090
44899bea7cdeade97d89f29a703b9d43,2022-11-18 17:06:19.097,18796908459
2b21cc9246097b8c595b925fb24f888d,2022-11-18 08:07:42.494,14318431803
89d7c72994fd8317d649c57d90d4a4bb,2022-11-18 13:15:22.988,14318431803
12ad3269e111012b6377f9de57fc5739,2022-11-18 05:15:20.927,18725479090
6c6402c3fb16cfeedc48cf4ce23e656c,2022-11-18 16:32:13.542,18725479090
077eb67c26d719244afe623c66fcb985,2022-11-18 07:28:28.352,18340470460
b33c85e53d752963413a2e7708f7c74d,2022-11-18 21:06:49.922,14318431803
d301a4ac7d26103041e15cb5f717fee9,2022-11-18 18:54:16.914,14318431803
e549fca519fdd1d7231a42d64a09aa12,2022-11-18 17:56:01.028,14318431803
0dcf8908a6be4b6dab9f34f367fe0667,2022-11-18 17:56:15.212,18725479090
e1ffd0d68153dd93a9650bb4bd6545cf,2022-11-18 16:38:18.656,14318431803
bbfefdbb3957b3c3127cb519c9a88b6f,2022-11-18 11:20:02.936,14318431803
e6908f90020e13ebf546baaeca809af3,2022-11-18 07:08:56.473,14318431803
10814563ec714f755701694b1990ed41,2022-11-18 18:12:11.640,18725479090
fa9cd98ecaeeaff79c9ae09a3290e7e5,2022-11-18 16:55:39.013,18796908459
9d1f23636a318e21f849c2fba1e64677,2022-11-18 11:58:46.184,14318431803
b617ab3c020d0f0f46c6edeb308329d9,2022-11-18 13:07:58.204,18725479090
8a676c1b078833b302f47616fc2c5a47,2022-11-18 10:36:59.600,14318431803
7f5d0ee163b1faee573dc6e09e4bf87c,2022-11-18 11:53:15.817,14318431803
f48fbbffe9dcb23bcf1d37700f509bdd,2022-11-18 08:50:53.303,14318431803
639cda84e8b80d7546aef68cd5f4df64,2022-11-18 05:32:14.566,14318431803
44b976a2de6e4abfebcda3b5722bece6,2022-11-18 00:10:36.758,18529088791
ac303ef9332db4c265091b3f73599578,2022-11-18 05:40:49.775,14318431803
337b3d1069cd992cbe2b544716037fd1,2022-11-18 10:44:51.960,14318431803
84737a8dcfeec7a459ce022cfb170dc6,2022-11-18 18:31:15.876,14318431803
4049506e9af9202ea726dacf417943b2,2022-11-18 07:29:57.688,18725479090
72ea3a350df8b903e1b8016f27234b7f,2022-11-18 05:51:19.909,18725479090
a89a1b6883f1932258c4827eccacaac0,2022-11-18 08:44:12.123,18725479090
0e07e88943912304f60f226d5406bd82,2022-11-18 04:44:09.657,18725479090
c056f4b5fe095b60e9e9b2cf5e5dead0,2022-11-18 02:17:15.915,18725479090
c3a17ff693d83fbedf96242d2dbe97cd,2022-11-18 06:53:38.094,14318431803
09967b5437f8caa4af2999ee35e954fc,2022-11-18 11:55:59.844,14318431803
51deb7ba78821926dfa8a175d66061eb,2022-11-18 02:58:17.099,14318431803
ebe4be9e84a5b46129fea4b702b0f2a7,2022-11-18 09:34:48.160,14318431803
36a0391d898f4e4a4e109c3f30a3f7e5,2022-11-18 15:17:04.754,14318431803
c8857095063d74fac9b5e8dc71513591,2022-11-18 07:07:15.622,14883589082
b0775b97ef57557ff8eba8433d5e47bb,2022-11-18 06:20:06.929,14318431803
5c3343b25850d154eb02cca4746fb1ed,2022-11-18 08:42:55.448,14318431803
e208ff3abb2ff6c600141ba0689bb021,2022-11-18 06:56:20.279,18725479090
d4327b1b488be01bc02b61d9730ba69b,2022-11-18 12:59:39.873,14318431803
1701d9f5da0eda405e278a83f2523d09,2022-11-18 04:26:05.961,18725479090
0558d7d5df4739d0d701fc9f21de8fa8,2022-11-18 20:51:36.578,14318431803
18ac14cac57b4124d3f65f8257b61403,2022-11-18 06:01:25.224,14318431803
c5f5ae6e1154243a17c9851966c304f1,2022-11-18 11:27:40.298,14318431803
11c3fd39ffcb62dee73be4d9526221b7,2022-11-18 06:52:10.291,18725479090
